978289647547X, , , Amnesia, Amnesia, 
978289666195X, , Je me souviens, Je me souviens, , 
978289051775X, , La clef dans la porte, La clef dans la porte, , 
978289648107X, Jardin brisé, Jardin brisé, , , 
978289435183X, Le Noël de Germina Nº 16, , Le Noël de Germina, , 
978289647255X, , , Quand je serai grand, Quand je serai grand, 
978292213504X, , Venir après, Venir après, , 
978289006628X, Les chemins de la mer, , Les chemins de la mer, , 
978289006611X, Le Dictionnaire, Le dictionnaire, , , 
978276194867X, , Le chercheur d âme, Le chercheur d âme, , 
978292252894X, , Licorne, Licorne conte musical, , 
978289021741X, POLO ET LA FETE DE LA CI, Polo et la fête de la citrouille, Polo et la fête de la citrouille, , 
978289021323X, , La plus populaire du monde, La plus populaire du monde, , 
978292133427X, , L aube du levant, L aube du levant, , 
978276440557X, , Le bruit des oranges, Le bruit des oranges, , 
978289005563X, Le secret du milieu, Le secret du milieu, , , 
978276460247X, , L enfant du cinquième Nord, L enfant du cinquième nord, , 
978289111727X, Tornade sur la ville, , Tornade sur la ville, , 
978292256533X, , L arche du millénaire, L arche du millénaire, , 
978289021863X, , Marilou Polaire et le petit pois, Marilou Polaire et le petit pois, , 
978276131864X, , Le petit Espoir, Le petit Espoir, , 
978289651044X, KABOUM T04 L ECLAT LUMINA, , Kaboum, , 
978289074654X, , Destinées, Destinées, , 
978292418652X, , Anderson s Inn, Anderson s Inn, , 
978289021771X, , Le fantôme de la piste 9, Le fantôme de la piste 9, , 
978289381989X, Un certain espoir, Un certain espoir, , , 
978292224536X, , L inpudicité, L inpudicité sic, , 
978289051533X, , L abandon, L abandon, , 
978289512761X, , Les nouveaux amis de Gilda la girafe, Les nouveaux amis de Gilda la girafe texte Lucie Papineau illustrations Marisol Sarrazin musique originale Pierre Daniel Rheault interprétation des chansons Lucie Papineau réalisation Line Meloche ensemble multi supports, , 
978289723391X, , , Chère Laurette, Chère Laurette coffret, 
978289295142X, , Le dompteur d ours, Le dompteur d ours, , 
978292119746X, , 1999, 1999, , 
978289723071X, , , Vingt mille lieues sous les mers, Vingt mille lieues sous les mers, 
978289018262X, , La seconde venue, La seconde venue, , 
978289633333X, , Hortense Craquepote et moi, Hortense Craquepote, , 
978292355099X, , Le Christ obèse, Le Christ obèse, , 
978289579313X, ORDI DU PERE NOEL L, L ordi du père Noël, L ordi du père Noël, , 
978289579556X, CHARLIE SHAMPOOING LE, , Charlie Shampooing, , 
978276040095X, Petite poule d eau dd0024, La petite poule d eau, , , 
978276460368X, , Les tueurs de la déesse noire, Les tueurs de la déesse noire, , 
978289005553X, Voix parallèles de P Julien, Les voies parallèles de Pauline Julien suivi de trente deux chansons, , , 
978289435513X, Les dragouilles NÂ 6, , Les dragouilles, , 
978289579674X, HISTOIRE D ALI L, , L histoire d Ali, , 
978276460303X, , Un canard entre les canines, Un canard entre les canines, , 
978289647035X, , Bonne année grand nez, Bonne Année Grand Nez, Bonne année Grand Nez, 
978289647553X, , , Damné tome 3, Damné Tome 3 L étoffe du Juste, 
978289435726X, Les dragouilles Nº 13, , Les dragouilles, , 
978276132181X, , La folie des spaghettis, La folie des spaghettis, , 
978289037719X, , Gaïagyne, Gaïagyne, , 
978289579328X, KARIM LE KAKI NO05, Karim le kaki, Karim le kaki, , 
978289406108X, , La maison Trestler, La maison Trestler ou Le 8e jour d Amérique, , 
978289549225X, , Hacker, Hacker, , 
978289512081X, , Croquette a disparu, Croquette a disparu, , 
978289660177X, Coffret Disney princesse, , Princesse, , 
978292131067X, , Le cycle de l éclair, Le cycle de l éclair, , 
978292384158X, , , Colis 22, , Colis 22
978292269154X, , Virevent le petit fantôme et les chauvesouris, Virevent le petit fantôme et les chauvesouris, , 
978289751115X, Le combat des chefs, , Le combat des chefs, , 
978289607323X, C était un 8 août Nº 5, , C était un 8 août, , 
978289543330X, Garfield NÂ 17, , Garfield, , 
978292213202X, , Trotteuse la superfourmi, Trotteuse la superfourmi, , 
978274279461X, , Ce qui meurt en dernier, Ce qui meurt en dernier, , 
978289660960X, Animaux royaux, , Mon premier cherche et trouve Animaux royaux, , 
978292125597X, , Voyage sur Angélica, Voyage sur Angélica, , 
978289006510X, Des nuits qui créent le déluge, Des nuits qui créent le déluge, Des nuits qui créent le déluge, , 
978289006511X, , Tara dépouillée, Tara dépouillée, , 
978289428956X, , , Lygaya, Lygaya, 
978289021174X, , Une nuit très longue, , , Une nuit très longue
978276040779X, , Le Rocket, Le Rocket, , 
978289450250X, Caillou le docteur, Caillou le docteur, Caillou, , 
978289450771X, Caillou La magie du compost, , La magie du compost, , 
978289006199X, La pointe du vent, La Pointe du vent, , , 
978289607388X, Les moustiques Nº 108, , Des moustiques, , 
978289037775X, , L ombre de l épervier, L ombre de l épervier, , 
978289770139X, C EST L INVENTION QUI COM, , C est l invention qui compte, , 
978289043122X, Itinerante l, L Itinérante, , , 
978289051824X, , Robin et la vallée perdue, Robin et la vallée perdue, , 
978292425323X, , Sous le feu de l ennemi, Sous le feu de l ennemi, , 
978292408500X, , 365 passants et 65 qui resteront, 365 passants et 65 qui resteront, , 
978289419068X, , Lettres de deux chanteuses exotiques, Lettres de deux chanteuses exotiques, , 
978289647611X, , , Juliette et Roméo, Juliette et Roméo, 
978289502120X, , Dis moi quelque chose, Dis moi quelque chose, , 
978276258742X, , La tête dans les nuages, La tête dans les nuages, , 
978289695769X, GUSTAVE T03 A LA RESCOUSS, , Gustave III À la rescousse du capitaine Planète, , 
978289647063X, , , Destination Yucatan, Destination Yucatan, 
978298106005X, , Le sentier oublié, Le sentier oublié, , 
978292119844X, , Lollypop s potty, Lollypop s potty, , 
978289485527X, , Les sept larmes d Obéron, Les sept larmes d Obéron, , 
978289660033X, La robe parfaite, , La robe parfaite, , 
978289512707X, , Fred Poulet enquête sur la mystérieuse madame, Fred Poulet enquête sur la mystérieuse madame, , 
978276401853X, Poussée de fièvre, , Poussée de fièvre, , 
978289295207X, Entre cuir et peau, Entre cuir et peau, Entre cuir et peau, , 
978289450642X, , Caillou, Caillou, , 
978298080968X, , L île des cigognes fanées, L île des cigognes fanées, , 
978289751364X, Shopkins Ã tout vent, , À tout vent, , 
978276401856X, Obsessions voluptueuses 2e éditions, , Obsessions voluptueuses, , 
978292341609X, , La forteresse de Cédrénia, La forteresse de Cédrénia, , 
978289549306X, , Arielle Queen Bunker 55, Arielle Queen, , 
978292340060X, , Le livre de chevet un sommeil, Le livre de chevet, , 
978289225621X, Ã la recherche de soi et de l autre, À la recherche de soi et de l autre, , , 
978292389616X, BRODEUR LE, , Le brodeur, , 
978292430402X, , Mystère entre mes 2 oreilles, Mystères entre mes 2 oreilles, , 
978289021344X, , Le livre de la nuit, Le livre de la nuit, , 
978292397237X, , Le journal intime de Dominique Blondin, Le journal intime de Dominique Blondin, , 
978289037708X, , Les cauchemars du petit géant, Les cauchemars du petit géant Gilles Tibo illustrations Jean Bernèche ressource électronique, , 
978289018487X, , L écrin des jours, L écrin des jours, , 
978289485322X, , La cité des loups, La cité des loups, , 
978292334228X, L Écuyer de Valbrume Tome 1 La nuit des ogres, , L écuyer de Vabrume i e Valbrume, , 
978289579630X, INVASION DES LUTINS DE, , L invasion des lutins de Noël, , 
978289660287X, Garfield NÂ 56, , Garfield, , 
978292369814X, , An Cham, An Cham, , 
978289261701X, , Le tatouage, Le tatouage, , 
978289751139X, Au bain Petite Pêche, , Docteur La peluche, , 
978289549071X, , Le manuscrit, Le manuscrit, , 
978276400091X, La nuit tous les singes sont gris, La nuit tous les singes sont gris, La nuit tous les singes sont gris, , 
978289450633X, Caillou s occupe de sa petite soeur, , Caillou s occupe de sa petite soeur, , 
978276480902X, Malefica tome 2, , Malefica tome 2 La voie royale, , 
978289381069X, Femmes et pouvoir, Femmes et pouvoir dans la Cité philosophique, , , 
978289435200X, Méli mélo au fond de l eau Nº 19, Méli mélo au fond de l eau, Méli mélo au fond de l eau, , 
978289723840X, , , Planète soccer volume 1, Planète soccer Tome 1 La compétition, 
978276258624X, , Le génie du lavabo, Le génie du lavabo, , 
978292181857X, , Urgel Eso et Eux, Urgel Eso et eux, , 
978292337514X, , L éveil des émotions, L éveil des émotions, , 
978276040580X, Devoiement et autres nouvelle, , Le dévoiement et autres nouvelles par endroits inconvenantes, , 
978289543914X, Grande course des fees la, , La grande course des fées, , 
978289512872X, , Que visite Galette à la ferme, Que visite Galette à la ferme, , 
978292256560X, , SOS porc épic, SOS porc épic, , 
978289051540X, , C est permis de rêver, C est permis de rêver, , 
978289295228X, D aube et de civilisation, D aube et de civilisation, D aube et de civilisation, , D aube et de civilisation
978292240460X, , Le sang des ruines, Le sang des ruines, , 
978289723913X, , , Sur le rythme volume 1, Sur le rythme Tome 1 Une compétition mouvementée, 
978289435123X, Ma mère part en voyage Nº 2, , Ma mère part en voyage, , 
978292279214X, , Les têtes coupées, Les têtes coupées, , 
978289698043X, , , Testament, , Testament
978289714182X, Défense d entrer 5, , Défense d entrer 5 Pizza pasta et Sofia, , 
978289006617X, Phénix, , Phénix, , 
978289723159X, , , Ce pays de rêve, Ce pays de rêve Tome 3 Le retour, 
978289051557X, , L invité du hasard, L invité du hasard ou La mémoire des arbres, , 
978292066066X, ERNEST ET LES VITAMINES, , Ernest et les vitamines, , 
978276258575X, , Mastok et Moustik, Mastok et Moustik, , 
978289739006X, , Valentin ni trop petit ni trop grand, Valentin ni trop petit ni trop grand, , 
978289579446X, LEO EN MORCEAUX, , Léo en morceaux, , 
978289651074X, LOVELIE D HAITI T01, , Lovelie D Haïti, , 
978289450104X, Caillou est malade, , Caillou est malade, , 
978289431315X, Le temps des prédateurs, , Le temps des prédateurs, , 
978289579245X, PRINCESSE POP CORN LA, La princesse Pop Corn, La princesse Pop Corn, , 
978289651813X, QUAND J ETAIS CHIEN, , Quand j étais chien, , 
978289406134X, , Contes pour buveurs attardés, Contes pour buveurs attardés, , 
978292353017X, , La déposition des chemins, La déposition des chemins, , 
978276093168X, , Minuit chrétiens, Minuit chrétiens, , 
978289435263X, Les coquerelles NÂ 21, Les Coquerelles, , , 
978284109724X, , Le désert maintenant, Le désert maintenant, , 
978289597596X, , Basculer dans l enfer, Basculer dans l enfer, , 
978276460057X, , Blanc comme la mort, Blanc comme la mort, , 
978289651255X, VARICELLE, , La varicelle, , 
978289723433X, , , Sur le poteau, Passion Hockey Tome 1 Sur le poteau, 
978289005263X, Communaute perdue la, La Communauté perdue, , , 
978289419050X, , Clair génie du vent, Clair génie du vent, , 
978289774007X, MAMMOUTH ROCK, , Mammouth Rock, , 
978289540580X, , L amour n est rien, L amour n est rien, , 
978289051802X, , Le secret de Snorri le viking, Le secret de Snorri le viking, , 
978289758367X, , Pour toi Abby Le remords, Pour toi Abby, , 
978298092952X, , Un animal Génial, Un animal Génial, , 
978276460430X, , Sauvages, Sauvages, , 
978292357496X, Ping pong Nº 1, , Coincé dans un manège brisé, , 
978289005870X, Emma des rues, , Emma des rues, , 
978292371544X, Abjuration, , Abjuration, , 
978276460093X, , Un million pour les fourmis, La voleuse et la fourmi, , 
978289396299X, , Le temps d un naufrage, Le temps d un naufrage, , 
978292207506X, , L amour héritage, L amour héritage, , 
978276194617X, , Quatre contre les loups, Quatre contre les loups, , 
978289751146X, Bienvenue au Quartier cérébral, , Sens dessous dessous, , 
978276402457X, Ã fleur de peau, , À fleur de peau, , 
978289021647X, , La forêt aux mille et un périls, La forêt aux mille et un périls, , 
978276442215X, , Cocorico tout plein d histoires qui parlent des langues, Cocorico, , 
978289024150X, , Larmes de fond, Larmes de fond, , 
978292298240X, , Le grand chêne, Le grand chêne, , 
978276401254X, Améliorer sa digestion naturellement, Améliorer sa digestion naturellement, , , 
978289031250X, , Les yeux grecs, Les yeux grecs, , 
978276480085X, Les Fantômes de la Sierra Maestra, , Les Fantômes de la Sierra Maestra, , 
978289723936X, , , Planète soccer volume 2, Planète soccer Tome 2 La vengeance, 
978289051974X, , Le prince de la musique, Le prince de la musique, , 
978289419047X, , Petites fins du monde et autres plaisirs de la vie, Petites fins du monde et autres plaisirs de la vie, , 
978292391068X, Fabuleux Nº 2, , Fabuleux Le bouffon c est lui, , 
978292119790X, , Ballade sous la pluie, Ballade sous la pluie, , 
978289591035X, , La patinoire de rêve, La patinoire de rêve, , 
978289647075X, , , La louve de mer, La Louve de mer Tome 1 À feu et à sang, 
978276460160X, , Il n y a plus d Amérique, Il n y a plus d Amérique, , 
978289021852X, DU CYAN PLEIN LES MAINS, Du cyan plein les mains, Du cyan plein les mains, , 
978289540409X, , , Ben, , Ben
978289485071X, , Le chant de Gilgamesh, Le chant de Gilgamesh, , 
978098119051X, , Blood out of a stone, Blood out of a stone, , 
978292370825X, AQUA LA MECHANTE SIRENE, , Aqua la méchante sirène, , 
978289648025X, L homme de partout, , L homme de partout, , 
978289018495X, , De toute manière, De toute manière, , 
978289051855X, , Le temple de la nuit, Le temple de la nuit, , 
978289686998X, , Papillons de l ombre, Papillons de l ombre, , 
978276013985X, , De la plume au plumage, De la plume au plumage, , 
978289024471X, , Comme les nuages, Comme les nuages, , 
978289607274X, Miss Solitude Nº 88, Miss Solitude, Miss Solitude, , 
978298034841X, , Quoi les objets du passé, Quoi les objets du passé, , 
978289031475X, , Les chambres noires, Les chambres noires, , 
978289295095X, , Vautour, Vautour, , 
978289647045X, , , Clark et les autres, Clark et les autres, 
978289044761X, Bouddha, , Bouddha, , 
978298119993X, , Les clartés offertes, Les clartés offertes, , 
978289690406X, , Les soeurs Beaudry, Les soeurs Beaudry, , 
978276440371X, , Je suis Louna et je n ai peur de rien, Je suis Louna et je n ai peur de rien, , 
978276400148X, Nuit des voleurs, , La nuit des voleurs, , 
978276093175X, , Les ponts, Les ponts, , 
978289021468X, , Le voyage dans le temps, Le voyage dans le temps, , 
978276460515X, , Sylvia au bout du rouleau ivre, Sylvia au bout du rouleau ivre, , 
978298068902X, , Noirs bleus sables un espace poétique créé pour les artistes, Noirs bleus sables, , 
978289006786X, Mondes fragiles choses frêles, , Mondes fragiles choses frêles, , 
978289607154X, Les malheurs de Sophia NÂ 110, , Les malheurs de Sofia, , 
978289357027X, Inassouvie l, , L inassouvie, , 
978292205075X, , La valse des timides, La valse des timides, , 
978289021778X, , Lucifer Jones, Lucifer Jones, , 
978292371559X, Danse avec l ombre Récit initiatique, , Danse avec l ombre, , 
978289018587X, , Le moindre vent, Le moindre vent, , 
978289435205X, Les sept ennemis Nº 18, , Les sept ennemis, , 
